loinc_code;loinc_display;loinc_component;loinc_property;loinc_system;loinc_scale;loinc_method;loinc_unitofmeasure;loinc_codesystem;loinc_timing
429-1;rifAMPin [Susceptibility] by Disk diffusion (KB);rifAMPin;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
428-3;rifAMPin [Susceptibility] by Minimum inhibitory concentration (MIC);rifAMPin;Susc;Isolate;OrdQn;MIC;;http://loinc.org;Pt
497-8;Tetracycline [Susceptibility] by Disk diffusion (KB);Tetracycline;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
496-0;Tetracycline [Susceptibility] by Minimum inhibitory concentration (MIC);Tetracycline;Susc;Isolate;OrdQn;MIC;;http://loinc.org;Pt
501-7;Ticarcillin [Susceptibility] by Disk diffusion (KB);Ticarcillin;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
500-9;Ticarcillin [Susceptibility] by Minimum inhibitory concentration (MIC);Ticarcillin;Susc;Isolate;OrdQn;MIC;;http://loinc.org;Pt
42356-6;Tigecycline [Susceptibility] by Disk diffusion (KB);Tigecycline;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
42355-8;Tigecycline [Susceptibility] by Minimum inhibitory concentration (MIC);Tigecycline;Susc;Isolate;OrdQn;MIC;;http://loinc.org;Pt
517-3;Trimethoprim+Sulfamethoxazole [Susceptibility] by Disk diffusion (KB);Trimethoprim+Sulfamethoxazole;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
516-5;Trimethoprim+Sulfamethoxazole [Susceptibility] by Minimum inhibitory concentration (MIC);Trimethoprim+Sulfamethoxazole;Susc;Isolate;OrdQn;MIC;;http://loinc.org;Pt
525-6;Vancomycin [Susceptibility] by Disk diffusion (KB);Vancomycin;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
524-9;Vancomycin [Susceptibility] by Minimum inhibitory concentration (MIC);Vancomycin;Susc;Isolate;OrdQn;MIC;;http://loinc.org;Pt
61-2;Carbenicillin [Susceptibility] by Disk diffusion (KB);Carbenicillin;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
60-4;Carbenicillin [Susceptibility] by Minimum inhibitory concentration (MIC);Carbenicillin;Susc;Isolate;OrdQn;MIC;;http://loinc.org;Pt
85-1;Cefaclor [Susceptibility] by Disk diffusion (KB);Cefaclor;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
84-4;Cefaclor [Susceptibility] by Minimum inhibitory concentration (MIC);Cefaclor;Susc;Isolate;OrdQn;MIC;;http://loinc.org;Pt
35758-2;Cefdinir [Susceptibility] by Disk diffusion (KB);Cefdinir;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
23637-2;Cefdinir [Susceptibility] by Minimum inhibitory concentration (MIC);Cefdinir;Susc;Isolate;OrdQn;MIC;;http://loinc.org;Pt
35764-0;Cefetamet [Susceptibility] by Disk diffusion (KB);Cefetamet;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
35765-7;Cefetamet [Susceptibility] by Minimum inhibitory concentration (MIC);Cefetamet;Susc;Isolate;OrdQn;MIC;;http://loinc.org;Pt
81-0;Cefixime [Susceptibility] by Disk diffusion (KB);Cefixime;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
80-2;Cefixime [Susceptibility] by Minimum inhibitory concentration (MIC);Cefixime;Susc;Isolate;OrdQn;MIC;;http://loinc.org;Pt
89-3;Cefmetazole [Susceptibility] by Disk diffusion (KB);Cefmetazole;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
88-5;Cefmetazole [Susceptibility] by Minimum inhibitory concentration (MIC);Cefmetazole;Susc;Isolate;OrdQn;MIC;;http://loinc.org;Pt
97-6;Cefonicid [Susceptibility] by Disk diffusion (KB);Cefonicid;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
96-8;Cefonicid [Susceptibility] by Minimum inhibitory concentration (MIC);Cefonicid;Susc;Isolate;OrdQn;MIC;;http://loinc.org;Pt
101-6;Cefoperazone [Susceptibility] by Disk diffusion (KB);Cefoperazone;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
100-8;Cefoperazone [Susceptibility] by Minimum inhibitory concentration (MIC);Cefoperazone;Susc;Isolate;OrdQn;MIC;;http://loinc.org;Pt
113-1;cefoTEtan [Susceptibility] by Disk diffusion (KB);cefoTEtan;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
112-3;cefoTEtan [Susceptibility] by Minimum inhibitory concentration (MIC);cefoTEtan;Susc;Isolate;OrdQn;MIC;;http://loinc.org;Pt
121-4;Cefpodoxime [Susceptibility] by Disk diffusion (KB);Cefpodoxime;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
6993-0;Cefpodoxime [Susceptibility] by Gradient strip;Cefpodoxime;Susc;Isolate;OrdQn;Gradient strip;;http://loinc.org;Pt
125-5;Cefprozil [Susceptibility] by Disk diffusion (KB);Cefprozil;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
124-8;Cefprozil [Susceptibility] by Minimum inhibitory concentration (MIC);Cefprozil;Susc;Isolate;OrdQn;MIC;;http://loinc.org;Pt
35777-2;Ceftibuten [Susceptibility] by Disk diffusion (KB);Ceftibuten;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
35778-0;Ceftibuten [Susceptibility] by Minimum inhibitory concentration (MIC);Ceftibuten;Susc;Isolate;OrdQn;MIC;;http://loinc.org;Pt
162-8;Cephalothin [Susceptibility] by Disk diffusion (KB);Cephalothin;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
161-0;Cephalothin [Susceptibility] by Minimum inhibitory concentration (MIC);Cephalothin;Susc;Isolate;OrdQn;MIC;ug/mL;http://loinc.org;Pt
190-9;Clarithromycin [Susceptibility] by Disk diffusion (KB);Clarithromycin;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
189-1;Clarithromycin [Susceptibility] by Minimum inhibitory concentration (MIC);Clarithromycin;Susc;Isolate;OrdQn;MIC;;http://loinc.org;Pt
35787-1;DAPTOmycin [Susceptibility] by Disk diffusion (KB);DAPTOmycin;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
35788-9;DAPTOmycin [Susceptibility] by Minimum inhibitory concentration (MIC);DAPTOmycin;Susc;Isolate;OrdQn;MIC;;http://loinc.org;Pt
226-1;Doxycycline [Susceptibility] by Disk diffusion (KB);Doxycycline;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
225-3;Doxycycline [Susceptibility] by Minimum inhibitory concentration (MIC);Doxycycline;Susc;Isolate;OrdQn;MIC;;http://loinc.org;Pt
230-3;Enoxacin [Susceptibility] by Disk diffusion (KB);Enoxacin;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
229-5;Enoxacin [Susceptibility] by Minimum inhibitory concentration (MIC);Enoxacin;Susc;Isolate;OrdQn;MIC;;http://loinc.org;Pt
35814-3;Gemifloxacin [Susceptibility] by Disk diffusion (KB);Gemifloxacin;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
35815-0;Gemifloxacin [Susceptibility] by Minimum inhibitory concentration (MIC);Gemifloxacin;Susc;Isolate;OrdQn;MIC;;http://loinc.org;Pt
292-3;Kanamycin [Susceptibility] by Disk diffusion (KB);Kanamycin;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
291-5;Kanamycin [Susceptibility] by Minimum inhibitory concentration (MIC);Kanamycin;Susc;Isolate;OrdQn;MIC;;http://loinc.org;Pt
304-6;Lomefloxacin [Susceptibility] by Disk diffusion (KB);Lomefloxacin;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
303-8;Lomefloxacin [Susceptibility] by Minimum inhibitory concentration (MIC);Lomefloxacin;Susc;Isolate;OrdQn;MIC;;http://loinc.org;Pt
308-7;Loracarbef [Susceptibility] by Disk diffusion (KB);Loracarbef;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
307-9;Loracarbef [Susceptibility] by Minimum inhibitory concentration (MIC);Loracarbef;Susc;Isolate;OrdQn;MIC;;http://loinc.org;Pt
332-7;Mezlocillin [Susceptibility] by Disk diffusion (KB);Mezlocillin;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
331-9;Mezlocillin [Susceptibility] by Minimum inhibitory concentration (MIC);Mezlocillin;Susc;Isolate;OrdQn;MIC;;http://loinc.org;Pt
336-8;Minocycline [Susceptibility] by Disk diffusion (KB);Minocycline;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
335-0;Minocycline [Susceptibility] by Minimum inhibitory concentration (MIC);Minocycline;Susc;Isolate;OrdQn;MIC;;http://loinc.org;Pt
344-2;Moxalactam [Susceptibility] by Disk diffusion (KB);Moxalactam;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
343-4;Moxalactam [Susceptibility] by Minimum inhibitory concentration (MIC);Moxalactam;Susc;Isolate;OrdQn;MIC;;http://loinc.org;Pt
360-8;Netilmicin [Susceptibility] by Disk diffusion (KB);Netilmicin;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
359-0;Netilmicin [Susceptibility] by Minimum inhibitory concentration (MIC);Netilmicin;Susc;Isolate;OrdQn;MIC;;http://loinc.org;Pt
368-1;Norfloxacin [Susceptibility] by Disk diffusion (KB);Norfloxacin;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
367-3;Norfloxacin [Susceptibility] by Minimum inhibitory concentration (MIC);Norfloxacin;Susc;Isolate;OrdQn;MIC;;http://loinc.org;Pt
376-4;Ofloxacin [Susceptibility] by Disk diffusion (KB);Ofloxacin;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
375-6;Ofloxacin [Susceptibility] by Minimum inhibitory concentration (MIC);Ofloxacin;Susc;Isolate;OrdQn;MIC;;http://loinc.org;Pt
393-9;Penicillin G [Susceptibility] by Disk diffusion (KB);Penicillin G;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
392-1;Penicillin G [Susceptibility] by Minimum inhibitory concentration (MIC);Penicillin G;Susc;Isolate;OrdQn;MIC;;http://loinc.org;Pt
409-3;Piperacillin [Susceptibility] by Disk diffusion (KB);Piperacillin;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
408-5;Piperacillin [Susceptibility] by Minimum inhibitory concentration (MIC);Piperacillin;Susc;Isolate;OrdQn;MIC;;http://loinc.org;Pt
461-4;Streptomycin [Susceptibility] by Disk diffusion (KB);Streptomycin;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
460-6;Streptomycin [Susceptibility] by Minimum inhibitory concentration (MIC);Streptomycin;Susc;Isolate;OrdQn;MIC;;http://loinc.org;Pt
473-9;sulfiSOXAZOLE [Susceptibility] by Disk diffusion (KB);sulfiSOXAZOLE;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
472-1;sulfiSOXAZOLE [Susceptibility] by Minimum inhibitory concentration (MIC);sulfiSOXAZOLE;Susc;Isolate;OrdQn;MIC;;http://loinc.org;Pt
35843-2;Telithromycin [Susceptibility] by Disk diffusion (KB);Telithromycin;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
35844-0;Telithromycin [Susceptibility] by Minimum inhibitory concentration (MIC);Telithromycin;Susc;Isolate;OrdQn;MIC;;http://loinc.org;Pt
497-8;Tetracycline [Susceptibility] by Disk diffusion (KB);Tetracycline;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
496-0;Tetracycline [Susceptibility] by Minimum inhibitory concentration (MIC);Tetracycline;Susc;Isolate;OrdQn;MIC;;http://loinc.org;Pt
501-7;Ticarcillin [Susceptibility] by Disk diffusion (KB);Ticarcillin;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
500-9;Ticarcillin [Susceptibility] by Minimum inhibitory concentration (MIC);Ticarcillin;Susc;Isolate;OrdQn;MIC;;http://loinc.org;Pt
509-0;Tobramycin [Susceptibility] by Disk diffusion (KB);Tobramycin;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
508-2;Tobramycin [Susceptibility] by Minimum inhibitory concentration (MIC);Tobramycin;Susc;Isolate;OrdQn;MIC;;http://loinc.org;Pt
513-2;Trimethoprim [Susceptibility] by Disk diffusion (KB);Trimethoprim;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
512-4;Trimethoprim [Susceptibility] by Minimum inhibitory concentration (MIC);Trimethoprim;Susc;Isolate;OrdQn;MIC;;http://loinc.org;Pt
65-3;Cefadroxil [Susceptibility] by Disk diffusion (KB);Cefadroxil;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
64-6;Cefadroxil [Susceptibility] by Minimum inhibitory concentration (MIC);Cefadroxil;Susc;Isolate;OrdQn;MIC;;http://loinc.org;Pt
29579-0;Mycobacterial susceptibility panel by Method for Slow-growing mycobacteria;Mycobacterial susceptibility panel;-;Isolate;OrdQn;Method for Slow-growing mycobacteria;;http://loinc.org;Pt
25217-1;Isoniazid 0.1 ug/mL [Susceptibility] by Method for Slow-growing mycobacteria;Isoniazid 0.1 ug/mL;Susc;Isolate;OrdQn;Method for Slow-growing mycobacteria;;http://loinc.org;Pt
29315-9;Isoniazid 0.4 ug/mL [Susceptibility] by Method for Slow-growing mycobacteria;Isoniazid 0.4 ug/mL;Susc;Isolate;OrdQn;Method for Slow-growing mycobacteria;;http://loinc.org;Pt
88002-1;Kanamycin 2.5 ug/mL [Susceptibility] by Method for Slow-growing mycobacteria;Kanamycin 2.5 ug/mL;Susc;Isolate;OrdQn;Method for Slow-growing mycobacteria;;http://loinc.org;Pt
X099219;Kapreomisin 2,5 ?g/ml (Uji resistansi);;;Isolate;OrdQn;;;http://terminology.kemkes.go.id/CodeSystem/examination;Pt
88707-5;Moxifloxacin 0.25 ug/mL [Susceptibility] by Method for Slow-growing mycobacteria;Moxifloxacin 0.25 ug/mL;Susc;Isolate;OrdQn;Method for Slow-growing mycobacteria;;http://loinc.org;Pt
76044-7;Moxifloxacin 1 ug/mL [Susceptibility] by Method for Slow-growing mycobacteria;Moxifloxacin 1.0 ug/mL;Susc;Isolate;OrdQn;Method for Slow-growing mycobacteria;;http://loinc.org;Pt
41408-6;Ofloxacin 1 ug/mL [Susceptibility] by Method for Slow-growing mycobacteria;Ofloxacin 1.0 ug/mL;Susc;Isolate;OrdQn;Method for Slow-growing mycobacteria;;http://loinc.org;Pt
25218-9;Isoniazid 0.2 ug/mL [Susceptibility] by Method for Slow-growing mycobacteria;Isoniazid 0.2 ug/mL;Susc;Isolate;OrdQn;Method for Slow-growing mycobacteria;;http://loinc.org;Pt
25219-7;Isoniazid 1 ug/mL [Susceptibility] by Method for Slow-growing mycobacteria;Isoniazid 1.0 ug/mL;Susc;Isolate;OrdQn;Method for Slow-growing mycobacteria;;http://loinc.org;Pt
25214-8;Kanamycin 30 ug/mL [Susceptibility] by Method for Slow-growing mycobacteria;Kanamycin 30.0 ug/mL;Susc;Isolate;OrdQn;Method for Slow-growing mycobacteria;;http://loinc.org;Pt
X099220;Kapreomisin 40,0 ?g/ml (Uji resistansi);;;Isolate;OrdQn;;;http://terminology.kemkes.go.id/CodeSystem/examination;Pt
41410-2;Ofloxacin 4 ug/mL [Susceptibility] by Method for Slow-growing mycobacteria;Ofloxacin 4.0 ug/mL;Susc;Isolate;OrdQn;Method for Slow-growing mycobacteria;;http://loinc.org;Pt
29577-4;Fungal susceptibility panel;Fungal susceptibility panel;-;Isolate;OrdQn;;;http://loinc.org;Pt
57095-2;Anidulafungin [Susceptibility];Anidulafungin;Susc;Isolate;OrdQn;;;http://loinc.org;Pt
32378-2;Caspofungin [Susceptibility];Caspofungin;Susc;Isolate;OrdQn;;;http://loinc.org;Pt
65340-2;Micafungin [Susceptibility];Micafungin;Susc;Isolate;OrdQn;;;http://loinc.org;Pt
32379-0;Voriconazole [Susceptibility];Voriconazole;Susc;Isolate;OrdQn;;;http://loinc.org;Pt
18924-1;Fluconazole [Susceptibility];Fluconazole;Susc;Isolate;OrdQn;;;http://loinc.org;Pt
18863-1;Amphotericin B [Susceptibility];Amphotericin B;Susc;Isolate;OrdQn;;;http://loinc.org;Pt
32603-3;Itraconazole [Susceptibility];Itraconazole;Susc;Isolate;OrdQn;;mm;http://loinc.org;Pt
54188-8;Posaconazole [Susceptibility];Posaconazole;Susc;Isolate;OrdQn;;;http://loinc.org;Pt
88887-5;Isavuconazole [Susceptibility];Isavuconazole;Susc;Isolate;OrdQn;;;http://loinc.org;Pt
18855-7;5-Fluorocytosine [Susceptibility];5-Fluorocytosine;Susc;Isolate;OrdQn;;;http://loinc.org;Pt
18937-3;Ketoconazole [Susceptibility];Ketoconazole;Susc;Isolate;OrdQn;;;http://loinc.org;Pt
X099221;Ravuconazole (Uji resistansi);;;Isolate;OrdQn;;;http://terminology.kemkes.go.id/CodeSystem/examination;Pt
X099222;Ciclopirox (Uji resistansi);;;Isolate;OrdQn;;;http://terminology.kemkes.go.id/CodeSystem/examination;Pt
18992-8;Terbinafine [Susceptibility];Terbinafine;Susc;Isolate;OrdQn;;;http://loinc.org;Pt
59419-2;HIV 1 RNA [#/volume] (viral load) in Plasma by Probe with signal amplification;HIV 1 RNA;NCnc;Plas;Qn;Probe.amp.sig;{copies}/mL;http://loinc.org;Pt
59419-2;HIV 1 RNA [#/volume] (viral load) in Plasma by Probe with signal amplification;HIV 1 RNA;NCnc;Plas;Qn;Probe.amp.sig;{copies}/mL;http://loinc.org;Pt
29539-4;HIV 1 RNA [Log #/volume] (viral load) in Plasma by Probe with signal amplification;HIV 1 RNA;LnCnc;Plas;Qn;Probe.amp.sig;{log_copies}/mL;http://loinc.org;Pt
62469-2;HIV 1 RNA [Units/volume] (viral load) in Serum or Plasma by NAA with probe detection;HIV 1 RNA;ACnc;Ser/Plas;Qn;Probe.amp.tar;[IU]/mL;http://loinc.org;Pt
86548-5;HIV 2 RNA [#/volume] (viral load) in Plasma by NAA with probe detection;HIV 2 RNA;NCnc;Plas;Qn;Probe.amp.tar;{copies}/mL;http://loinc.org;Pt
69354-9;HIV 2 RNA [Units/volume] (viral load) in Serum or Plasma by NAA with probe detection;HIV 2 RNA;ACnc;Ser/Plas;Qn;Probe.amp.tar;[IU]/mL;http://loinc.org;Pt
48023-6;HIV 1 proviral DNA [Presence] in Serum or Plasma by NAA with probe detection;HIV 1 proviral DNA;PrThr;Ser/Plas;Ord;Probe.amp.tar;;http://loinc.org;Pt
25841-8;HIV 2 proviral DNA [Presence] in Blood by NAA with probe detection;HIV 2 proviral DNA;PrThr;Bld;Ord;Probe.amp.tar;;http://loinc.org;Pt
14556-5;Mycobacterium tuberculosis DNA [Presence] in Sputum by NAA with probe detection;Mycobacterium tuberculosis DNA;PrThr;Sputum;Ord;Probe.amp.tar;;http://loinc.org;Pt
89371-9;MTB complex DNA and rpoB RIF resistance mutation panel [Presence];Mycobacterium tuberculosis complex DNA & rpoB gene rifAMPin resistance mutation panel;PrThr;Isolate/Specimen;Ord;;;http://loinc.org;Pt
88874-3;Mycobacterium tuberculosis complex DNA [Presence] in Isolate or Specimen by Molecular genetics method;Mycobacterium tuberculosis complex DNA;PrThr;Isolate/Specimen;Ord;Molgen;;http://loinc.org;Pt
89372-7;Mycobacterium tuberculosis complex rpoB gene rifAMPin resistance mutation [Presence] by Molecular method;Mycobacterium tuberculosis complex rpoB gene rifAMPin resistance mutation;PrThr;Isolate/Specimen;Ord;Molgen;;http://loinc.org;Pt
14561-5;Mycobacterium tuberculosis DNA [Presence] in Cerebral spinal fluid by NAA with probe detection;Mycobacterium tuberculosis DNA;PrThr;CSF;Ord;Probe.amp.tar;;http://loinc.org;Pt
14560-7;Mycobacterium tuberculosis DNA [Presence] in Urine by NAA with probe detection;Mycobacterium tuberculosis DNA;PrThr;Urine;Ord;Probe.amp.tar;;http://loinc.org;Pt
14559-9;Mycobacterium tuberculosis DNA [Presence] in Pleural fluid by NAA with probe detection;Mycobacterium tuberculosis DNA;PrThr;Plr fld;Ord;Probe.amp.tar;;http://loinc.org;Pt
58931-7;Mycobacterium tuberculosis DNA [Presence] in Body fluid by NAA with probe detection;Mycobacterium tuberculosis DNA;PrThr;Body fld;Ord;Probe.amp.tar;;http://loinc.org;Pt
58931-7;Mycobacterium tuberculosis DNA [Presence] in Body fluid by NAA with probe detection;Mycobacterium tuberculosis DNA;PrThr;Body fld;Ord;Probe.amp.tar;;http://loinc.org;Pt
16278-4;Mycobacterium tuberculosis DNA [Presence] in Blood by NAA with probe detection;Mycobacterium tuberculosis DNA;PrThr;Bld;Ord;Probe.amp.tar;;http://loinc.org;Pt
58931-7;Mycobacterium tuberculosis DNA [Presence] in Body fluid by NAA with probe detection;Mycobacterium tuberculosis DNA;PrThr;Body fld;Ord;Probe.amp.tar;;http://loinc.org;Pt
13956-8;Mycobacterium tuberculosis DNA [Presence] in Specimen by NAA with probe detection;Mycobacterium tuberculosis DNA;PrThr;XXX;Ord;Probe.amp.tar;;http://loinc.org;Pt
91763-3;Mycobacterium tuberculosis DNA [Presence] in Aspirate by NAA with probe detection;Mycobacterium tuberculosis DNA;PrThr;Asp;Ord;Probe.amp.tar;;http://loinc.org;Pt
58931-7;Mycobacterium tuberculosis DNA [Presence] in Body fluid by NAA with probe detection;Mycobacterium tuberculosis DNA;PrThr;Body fld;Ord;Probe.amp.tar;;http://loinc.org;Pt
14557-3;Mycobacterium tuberculosis DNA [Presence] in Bronchial specimen by NAA with probe detection;Mycobacterium tuberculosis DNA;PrThr;Bronchial;Ord;Probe.amp.tar;;http://loinc.org;Pt
